Price	Item title	Item description	Final URL	Image URL	ID	Item Category
260.00 UAH	Значок Рвк Інх	Русский корабль іді нахуй  значок виготовлений з любов'ю до україни, врою у нашу перемогу та щирою ненавистю до русні	https://shop.dobroznak.com/katalog/znachki/znachok-rvk-inkh	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-06-24_17-56-40.jpg	3176663261	Значки / Піни в Наявності | Shop.Dobroznak
260.00 UAH	Значок Чорнобаївка Пулі	Значок виготовлений з любов'ю до україни, вірою у нашу перемогу та щирою ненавистю до русні	https://shop.dobroznak.com/katalog/znachki/znachok-chornobajivka-puli	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-06-24_17-56-42.jpg	724290806	Значки / Піни в Наявності | Shop.Dobroznak
350.00 UAH	Значок Марка "Руський Корабель Іді На х*й" в Позолоті	Значок "російський корабель" символізує ставлення українців до подій, що відбулися на початку 22-го року.І показали всьому світу, що український народ залишається сильною, волелюбною і не підкореною нацією.Слова "російскій корабель йди нах*" символізують ставлення до рф як до держави терориста.Слава україні!	https://shop.dobroznak.com/katalog/znachki/znachok-marka-ruskij-korabel-inkh-v-pozoloti	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-08-11_13-26-17__2_.jpg	3914916665	Значки / Піни в Наявності | Shop.Dobroznak
225.00 UAH	Значок Півник Бородянка Black	Значок півник бородянка black	https://shop.dobroznak.com/katalog/znachki/znachok-pivnik-borodyanka-black	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-06-24_17-56-43.jpg	1144225813	Значки / Піни в Наявності | Shop.Dobroznak
210.00 UAH	Значок Нотариус/Notarius	Значок Нотариус/Notarius	https://shop.dobroznak.com/katalog/znachki/znachok-notarius-notarius	https://shop.dobroznak.com/components/com_jshopping/files/img_products/viber_image1.jpg	3044955071	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Фоп	Фоп	https://shop.dobroznak.com/katalog/znachki/fop	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-09-23_11-53-10__3_.jpg	75441931	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Національний Банк України	Значок пам'ятки києва національний банк україни	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-natsionalnij-bank-ukrajini	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7206.jpg	1391494056	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Верховна Рада	Значок пам'ятки києва верховна рада	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-verkhovna-rada	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7208.jpg	2825502249	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Золоті Ворота	Значок пам'ятки києва золоті ворота	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-zolotye-vorota	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7235.jpg	3733765518	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Нск Олімпійський	Значок пам'ятки києва нск олімпійський	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-nsk-olimpijskij	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7190.jpg	1682976095	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Кабінет Міністрів України	Значок пам'ятки києва кабінет міністрів україни	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-kabinet-ministriv-ukrajini	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7195.jpg	3352988556	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Кіт На Пейзажній Алеї	Значок пам'ятки києва кіт на пейзажній алеї	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-kot-na-pejzazhnoj-allee	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7229.jpg	3649715504	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Залізничний Вокзал	Значок пам'ятки києва залізничний вокзал	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-zhd-vokzal	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7221.jpg	523217125	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Пирогове	Значок пам'ятки києва пирогове	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-pirogove	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7234.jpg	2637372232	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Монумент Незалежності України	Значок пам'ятки києва монумент незалежності україни	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-monument-nezavisimosti-ukrainy	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7223.jpg	3756959876	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Михайлівський Золотоверхий Монастир	Значок пам'ятки києва михайлівський золотоверхий монастир	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-mikhajlivskij-zolotoverkhij-monastir	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7255.jpg	476823412	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Музей Історії України	Значок пам'ятки києва музей історії україни	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-muzej-istoriji-ukrajini	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7192.jpg	4171370003	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Національний Художній Музей України	Значок пам'ятки києва національний художній музей україни	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-natsionalnij-khudozhnij-muzej-ukrajini	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7200.jpg	1595825145	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Замок Річарда - Левове Серце	Значок пам'ятки києва замок річарда - левове серце	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-zamok-richarda-levove-sertse	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7248.jpg	1160836984	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Флоровський Монастир	Значок пам'ятки києва флоровський монастир	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-florovskij-monastyr	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7257.jpg	784429684	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Український Дім	Значок пам'ятки києва український дім	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-ukrajinskij-dim	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7193.jpg	3093523567	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Пам'ятник Володимиру Великому	Значок пам'ятки києва пам'ятник володимиру великому	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-pamyatnik-vladimiru-velikomu	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7212.jpg	266722493	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Музей Води	Значок пам'ятки києва музей води	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-muzej-vodi	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7225.jpg	2691850905	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Києво-Печерська Лавра	Значок пам'ятки києва Києво-Печерська лавра	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-kievo-pecherska-lavra	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7227.jpg	2735246216	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Визначні Пам'ятки Києва Річковий Вокзал	Значок визначні пам'ятки києва річковий вокзал	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-richkovij-vokzal	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7191.jpg	3800398739	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Визначні Пам'ятки Києва 4й Корпус Кпі	Значок визначні пам'ятки києва 4й корпус кпі	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-4j-korpus-kpi	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7199.jpg	2008827773	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Визначні Пам'ятки Києва Ляльковий Театр	Значок визначні пам'ятки києва ляльковий театр	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-lyalkovij-teatr	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7218.jpg	3645953651	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Визначні Пам'ятки Києва Софійський Собор	Значок визначні пам'ятки києва софійський собор	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-sofijskij-sobor	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7215.jpg	3395099665	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Визначні Пам'ятки Києва Андріївська Церква	Значок визначні пам'ятки києва андріївська церква	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-andrijivska-tserkva	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7230.jpg	955804598	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Визначні Пам'ятки Києва Київська Фортеця	Значок визначні пам'ятки києва київська фортеця	https://shop.dobroznak.com/katalog/znachki/znachok-viznachni-pam-yatki-kieva-kijivska-fortetsya	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7228.jpg	2661215516	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Будинок з Химерами	Значок пам'ятки києва будинок з химерами	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-budinok-z-khimerami	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7196.jpg	778191494	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Костел Св.Миколая	Значок пам'ятки києва костел св.Миколая	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-kostel-sv-mikolaya	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7244.jpg	4172809457	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Володимирський Собор	Значок пам'ятки києва володимирський собор	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-vladimirskij-sobor	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7247.jpg	2054633866	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Національна Філармонія України	Значок пам'ятки києва національна філармонія україни	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-natsionalnaya-filarmoniya-ukrainy	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7250.jpg	4056992995	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Кирилівська Церква	Значок пам'ятки києва кирилівська церква	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-kirilivska-tserkva	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7232.jpg	3292322685	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Національний Музей «Чорнобиль»	Значок пам'ятки києва національний музей «Чорнобиль»	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-natsionalnij-muzej-chornobil	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7226.jpg	617919124	Значки / Піни в Наявності | Shop.Dobroznak
165.00 UAH	Значок Пам'ятки Києва Свято-Троїцький Храм	Значок пам'ятки києва Свято-Троїцький храм	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-svyato-trojitskij-khram	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7201.jpg	1539667550	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Музей Булгакова	Значок пам'ятки києва музей булгакова	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-muzej-bulgakova	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7241.jpg	3101254695	Значки / Піни в Наявності | Shop.Dobroznak
100.00 UAH	Значок Київ_7	Значок Київ_7	https://shop.dobroznak.com/katalog/znachki/znachok-kijiv-7	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-04-03_18-54-06.jpg	2677912579	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Арка Дружби Народів	Значок пам'ятки києва арка дружби народів	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-arka-druzhbi-narodiv	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7187.jpg	2268068760	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Фунікулер	Значок пам'ятки києва фунікулер	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-funikuler	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7189.jpg	1554365750	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Національна Опера України	Значок пам'ятки києва національна опера україни	https://shop.dobroznak.com/katalog/znachki/znachok-dostoprimechatelnosti-kieva-natsionalnaya-opera-ukrainy	https://shop.dobroznak.com/components/com_jshopping/files/img_products/1613467031911209.jpg	3726065750	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Пам'ятки Києва Червоний Корпус Київського Національного Університету	Значок пам'ятки києва червоний корпус київського національного університету	https://shop.dobroznak.com/katalog/znachki/znachok-pam-yatki-kieva-chervonij-korpus-kijivskogo-natsionalnogo-universitetu	https://shop.dobroznak.com/components/com_jshopping/files/img_products/IMG_7202.jpg	2308765238	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Зсу (Збройних Сил України)	Значок зсу  емблеми ро́дів військ, а саме значок зсу — військова національна символіка, затверджений стандартний елемент, що вказує на рід військ у збройних силах україни.     Знак емблема  збройних сил україни дає змогу ідентифікувати у носії службовця того чи іншого підрозділу, частини чи роду військ. Знак зсу носять на петлицях, кокардах, на одязі на грудях.     Перед тим, як купити значок зсу, пропонуємо вникнути в його особливості та зовнішній вигляд.  В основі значка зсу лежить емблема збройних сил україни. Емблема збройних сил україни є прямим рівностороннім хрестом розового кольору, в центрі якого в круглому медальйоні синього кольору вміщено тризуб (знак княжої держави володимира великого). Висота медальйону становить 2/5 висоти хреста. Пружки хреста та медальйону - золоті.	https://shop.dobroznak.com/katalog/znachki/emblema-vooruzhennykh-sil-ukrainy	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-10-14_15-30-32.jpg	1082631269	Значки / Піни в Наявності | Shop.Dobroznak
180.00 UAH	Значок Державної Прикордонної Служби України	Значок прикордонної служби україни     в основі значка прикордонника – емблема державної прикордонної служби україни. Значок державної прикордонної служби україни є прямим рівностороннім хрестом з розбіжними кінцями зеленого кольору та пружками жовтого металу (латунь об гальванічна позолота). У центрі емблеми вміщено зображення знака княжої держави володимира великого (тризуба) золотого кольору на блакитному полі у обрамленні вінка з дубового листя жовтого металу.     Метал із якого виготовлено значки державної прикордонної служби україни – латунь. Малюнок нанесений рельєфом металу та кольоровою емаллю.  Голка значка прикордонника чудово входить у тканину, де ззаду він кріпиться за допомогою фіксатора – «метелика».        Значок державної прикордонної служби україни у нашому магазині можуть як пенсіонери прикордонної служби, так і члени сімей прикордонників, курсанти, друзі прикордонників. Придбати значок прикордонної служби україни, ознайомитись з ціною та фото можна у нас на сайті.	https://shop.dobroznak.com/katalog/znachki/emblema-gosudarstvennoj-pogranichnoj-sluzhby-ukrainy	https://shop.dobroznak.com/components/com_jshopping/files/img_products/photo_2022-10-14_15-30-33.jpg	2019444684	Значки / Піни в Наявності | Shop.Dobroznak
